ResponseId,StartDate,EndDate,cpi_Direction_vision_1_The company's vision is very clear.,cpi_Direction_vision_2_I can summarize the company's vision to someone I meet.,cpi_Direction_vision_3_I feel inspired by the company's vision.,cpi_Direction_vision_4_Leaders are passionate about the company's vision.,cpi_Direction_vision_5_Leaders are guided by the company's vision.,cpi_Direction_strategy_1_I have confidence in the company's strategy.,cpi_Direction_strategy_2_I know what my company wants to achieve in the next year.,cpi_Direction_strategy_3_This company knows how to get the results it is looking for.,cpi_Direction_strategy_4_We know what our next step is for improving our capabilities.,cpi_Direction_strategy_5_Leadership effectively connects my work to the company goals.,cpi_Direction_leadership_1_I have a great deal of confidence in the leadership of this company.,cpi_Direction_leadership_2_Company leaders impact the attitude and culture of the entire company.,cpi_Direction_leadership_3_The leadership of this company is fantastic in comparison to the leadership of other organizations I've been involved with.,cpi_Direction_leadership_4_Leaders find the time to get to know the employees.,cpi_Direction_leadership_5_I have confidence in the decision making of company leaders. ,cpi_Operations_adaptability_1_We deal with the same problems again and again.*,cpi_Operations_adaptability_2_Company changes usually have a positive impact on me.,cpi_Operations_adaptability_3_People look to pass the blame when something goes wrong.*,"cpi_Operations_adaptability_4_If an issue arises, people mostly remain calm and focused.",cpi_Operations_adaptability_5_We use feedback from customers to improve our services.,cpi_Operations_performance_1_I have real time access to business i.,cpi_Operations_performance_2_My team uses performance measures (i.e. key performance indicators).,cpi_Operations_performance_3_We are recognized for our successes.,cpi_Operations_performance_4_We have a clear sense at all times whether or not we're meeting our objectives.,cpi_Operations_performance_5_We are held accountable for our performance.,cpi_Operations_systems_1_I often use 'workarounds' instead of the company's established systems.*,cpi_Operations_systems_2_It often takes too long to get the information I need.*,"cpi_Operations_systems_3_Oftentimes, I have to take care of things that shouldn't be my responsibility.*",cpi_Operations_systems_4_I know who to go to when I have concerns about our systems/processes.,cpi_Operations_systems_5_I follow the company's standardized procedures.,cpi_People_teamwork_1_Our team consistently meets our goals.,cpi_People_teamwork_2_Our work would be better if we collaborated more.,cpi_People_teamwork_3_Our skills complement each other well.,cpi_People_teamwork_4_There's a real sense that I am part of a team.,cpi_People_teamwork_5_Our company has a spirit of teamwork and cooperation.,cpi_People_talent_1_My company does a good job of hiring the right people for the right jobs.,cpi_People_talent_2_I am confident my performance affects my compensation.,cpi_People_talent_3_I get along well with my supervisor.,cpi_People_talent_4_Performance reviews are a waste of time.*,"cpi_People_talent_5_Based on my experience, the company does a great job of acclimating new employees.",cpi_People_development_1_I get helpful feedback from my supervisor on a regular basis.,cpi_People_development_2_I am consistently improving at my job.,cpi_People_development_3_People here are always willing to help me learn.,cpi_People_development_4_The company invests in employees learning new skills.,cpi_People_development_5_I have grown professionally during my time with this company.,cpi_Engagement_fit_1_My job role is always extremely clear.,cpi_Engagement_fit_2_I am very frequently overwhelmed at work.*,cpi_Engagement_fit_3_My job is a great fit for my skills and strengths.,cpi_Engagement_fit_4_I embrace the company's core values.,cpi_Engagement_fit_5_I look forward to going to work.,cpi_Engagement_customer_1_I believe in the products or services we provide.,cpi_Engagement_customer_2_I respond to customer needs as quickly as possible.,cpi_Engagement_customer_3_I build great relationships with my customers.,cpi_Engagement_customer_4_I'm disappointed if I don't meet my customers' expectations.,cpi_Engagement_customer_5_I seek feedback from customers to improve our products or services.,cpi_Engagement_climate_1_My opinions are heard and valued.,cpi_Engagement_climate_2_I am confident that leadership understands what I do.,cpi_Engagement_climate_3_I am very comfortable letting my supervisor know when I've made a mistake.,cpi_Engagement_climate_4_I trust my supervisor has my best interest in mind.,cpi_Engagement_climate_5_I feel micromanaged.*,extra_pos_positivity_1_People in my organization express genuine gratitude toward one another.,extra_pos_positivity_2_I practice mindfulness by staying in the present moment while doing my work.,extra_pos_positivity_3_People I work with generally feel optimistic about the organization's future.,extra_pos_positivity_4_People that I work with care about my happiness and well-being.,extra_pos_positivity_5_I feel inspired every day to do my best work.,"extra_sat_satisfaction_1_Taking everything into consideration, I am satisfied with my job as a whole.",extra_eff_effort_2_I am willing to put in a great deal of effort beyond what is normally expected in order to help the organization.,nps,nps_group,CPI_index,Direction,Operations,People,Engagement,Vision,Strategy,Leadership,Adaptability,Performance,Systems,Teamwork,Talent,Development,Fit,Customer,Climate,Positivity,CPI_missing,CPI_tot_sd,Direction_sd,Operations_sd,People_sd,Engagement_sd,TENURE,FUNCTION,LEVEL,LOCATION,GENERATION,GENDER
433,"Jul 31, 2020 3:42:27 PM","Jul 31, 2020 3:51:18 PM",25,50,50,50,75,50,25,25,25,25,50,50,75,50,25,0,50,25,75,75,50,75,50,75,75,25,25,25,75,100,75,75,75,75,75,50,50,75,25,75,75,75,75,75,75,75,25,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,100,7,Passive,58.75,43.333333333333336,53.333333333333336,68.33333333333333,70,50,30,50,45,65,50,75,55,75,65,75,70,75,0,22.87784458246212,17.59328876372492,28.136571693556885,14.840420992616592,14.015297764534703,9+ years,Order Process & Quality,Team Member,"Houston, TX",Generation X (born between 1966 - 1980),Male
434,"Jul 31, 2020 3:43:08 PM","Jul 31, 2020 3:46:31 PM",100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,50,100,50,75,100,100,50,25,100,100,50,100,50,100,100,100,100,100,100,100,25,50,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,75,75,75,75,100,100,100,10,Promoter,89.58333333333333,98.33333333333333,76.66666666666667,90,93.33333333333333,100,95,100,75,75,80,100,70,100,100,100,80,80,0,25.45015013656455,6.454972243679028,27.494588212089685,22.75647474581999,25.81988897471611,1 - 4 years,Operations,Leadership (Director and up),"Houston, TX",Generation Y (born between 1981 - 2000),Male
435,"Jul 31, 2020 3:47:20 PM","Jul 31, 2020 3:52:28 PM",100,100,100,50,100,100,75,100,100,100,100,75,100,100,100,75,100,75,100,100,75,50,100,100,100,75,75,75,100,100,100,100,100,100,100,100,25,75,75,75,75,100,75,75,75,100,75,100,100,100,100,100,50,50,50,75,75,75,75,50,75,75,100,100,100,100,100,10,Promoter,85.41666666666667,93.33333333333333,86.66666666666667,83.33333333333333,78.33333333333333,90,95,95,90,85,85,100,70,80,95,70,70,90,0,21.249074327539724,14.840420992616592,15.998511835554611,20.412414523193153,20.845234695819798,9+ years,IsoTek Manufacturing,Team Member,"Houston, TX",Baby Boomer (born between 1946 - 1965),Female
436,"Jul 31, 2020 3:50:21 PM","Jul 31, 2020 3:59:33 PM",75,25,75,75,75,75,100,75,75,75,75,75,75,75,25,25,25,25,75,75,75,75,50,75,25,75,25,25,75,75,75,75,100,75,75,75,75,75,0,75,75,25,75,75,75,75,25,75,100,75,75,75,75,75,75,75,75,75,75,25,75,75,75,75,75,75,75,8,Passive,65.41666666666667,70,53.333333333333336,68.33333333333333,70,65,80,65,45,60,55,80,60,65,70,75,65,75,0,23.72136824410817,19.364916731037084,24.760760046800623,24.028752618081374,19.364916731037084,5 - 8 years,EHS,Team Member,"Houston, TX",Baby Boomer (born between 1946 - 1965),Male
437,"Jul 31, 2020 3:52:47 PM","Jul 31, 2020 3:55:33 PM",50,75,50,75,25,75,25,50,75,50,50,75,50,25,25,50,75,25,50,75,75,75,25,50,100,50,75,25,100,100,75,75,100,100,75,75,50,50,25,50,25,75,75,50,100,100,25,50,75,75,100,100,50,50,50,50,50,100,100,50,50,50,75,50,75,75,100,10,Promoter,62.5,51.666666666666664,63.333333333333336,66.66666666666667,68.33333333333333,55,55,45,55,65,70,85,50,65,65,70,70,60,0,25.436596189362433,19.970215917949506,26.502470684465486,24.397501823713327,25.81988897471611,9+ years,IsoTek Manufacturing,Team Member,"Houston, TX",Generation X (born between 1966 - 1980),Female
438,"Jul 31, 2020 3:55:32 PM","Jul 31, 2020 4:00:11 PM",100,25,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,0,25,25,100,100,75,75,75,75,75,75,75,100,50,75,75,75,75,75,75,75,75,75,75,75,100,100,100,75,75,75,75,75,100,50,75,75,75,75,75,75,75,10,Promoter,80,95,70,75,80,85,100,100,60,100,50,75,75,75,75,90,75,75,0,25.13790625811499,19.364916731037084,35.606981658898626,9.44911182523068,14.015297764534703,9+ years,CI & Maintenance,Team Member,"Houston, TX",Generation X (born between 1966 - 1980),Male
439,"Jul 31, 2020 3:56:10 PM","Jul 31, 2020 3:58:58 PM",75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,50,75,25,75,100,50,50,75,75,75,75,50,50,75,100,75,100,75,100,75,50,100,100,50,50,75,100,50,75,100,100,50,100,100,100,100,100,50,75,100,75,75,75,75,75,50,50,50,50,100,100,100,10,Promoter,75.41666666666667,73.33333333333333,66.66666666666667,78.33333333333333,83.33333333333333,70,75,75,65,65,70,85,70,80,90,85,75,60,0,20.228417064597593,6.454972243679028,20.412414523193153,20.845234695819798,18.09367161139365,9+ years,Operations,Supervisor,"Houston, TX",Baby Boomer (born between 1946 - 1965),Male
440,"Jul 31, 2020 3:59:38 PM","Jul 31, 2020 4:07:51 PM",50,25,0,0,25,25,0,50,0,25,0,0,0,25,0,100,25,100,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,100,25,0,0,25,0,0,25,100,0,0,0,0,0,25,0,0,0,25,0,0,100,25,0,0,0,0,0,25,3,Detractor,19.583333333333332,15,35,10,18.333333333333332,20,20,5,45,0,60,0,25,5,25,5,25,5,0,33.69144092357214,18.41970994032518,47.99553550666383,26.38993314558738,34.67536520904938,9+ years,Finance/IT,Team Member,"Houston, TX",Generation X (born between 1966 - 1980),Male
441,"Jul 31, 2020 4:02:51 PM","Jul 31, 2020 4:09:24 PM",50,50,75,0,75,100,50,25,0,0,0,25,25,25,25,50,50,100,0,25,25,25,0,50,75,75,50,50,100,100,75,50,100,50,25,0,75,50,50,25,0,75,25,0,75,75,50,75,50,100,75,75,25,100,100,25,25,75,50,50,50,50,75,100,75,75,100,8,Passive,48.75,35,51.666666666666664,45,63.333333333333336,50,35,20,45,35,75,60,40,35,70,75,45,70,0,31.782942338896344,31.05295017040594,33.363081963380395,31.622776601683793,26.502470684465486,9+ years,Order Process & Quality,Team Member,"Houston, TX",Generation X (born between 1966 - 1980),Female
442,"Jul 31, 2020 4:08:03 PM","Jul 31, 2020 4:13:26 PM",100,75,75,75,50,75,100,75,75,100,100,75,75,75,25,25,25,50,75,50,75,75,0,75,25,100,25,25,75,75,75,100,75,75,25,100,75,75,25,75,75,25,75,75,75,75,0,75,75,75,75,100,75,75,75,75,75,75,75,25,100,75,75,75,50,75,75,8,Passive,66.25,76.66666666666667,51.666666666666664,68.33333333333333,68.33333333333333,75,85,70,45,50,60,70,70,65,60,80,65,75,0,26.50379532653267,19.970215917949506,29.072978781646974,24.028752618081374,24.028752618081374,9+ years,Human Resources,Team Member,"Houston, TX",Baby Boomer (born between 1946 - 1965),Male
443,"Jul 31, 2020 4:09:53 PM","Jul 31, 2020 4:15:11 PM",75,75,50,75,75,75,75,100,75,75,75,75,50,75,75,50,25,50,50,50,75,75,50,75,75,75,25,75,100,100,75,75,75,75,75,0,50,75,50,50,75,100,75,50,50,75,25,100,75,100,100,100,75,100,100,75,75,100,75,25,75,75,50,50,100,100,100,9,Promoter,70,73.33333333333333,63.333333333333336,63.333333333333336,80,70,80,70,45,70,75,75,45,70,75,95,70,70,0,23.371892794949545,11.443442705426587,22.886885410853175,22.886885410853175,25.354627641855497,5 - 8 years,Order Process & Quality,Team Member,"Lake Charles, LA",Generation X (born between 1966 - 1980),Male
444,"Jul 31, 2020 4:13:35 PM","Jul 31, 2020 4:19:46 PM",75,100,75,50,75,75,75,75,75,75,50,75,50,75,50,25,75,25,50,75,75,75,50,75,50,25,50,25,75,75,75,75,75,75,50,75,75,75,50,75,75,75,75,50,75,75,50,75,75,75,50,75,75,100,75,75,50,75,75,50,75,75,50,75,75,75,50,5,Detractor,66.25,70,55,70,70,75,75,60,50,65,50,70,70,70,70,75,65,70,0,18.264684713795134,14.015297764534703,21.547290184283366,10.350983390135314,14.015297764534703,9+ years,Order Process & Quality,Team Member,"Houston, TX",Silent Generation (born between 1925 - 1945),Male
445,"Jul 31, 2020 4:14:05 PM","Jul 31, 2020 4:20:34 PM",100,100,100,100,100,75,50,75,50,75,75,75,50,25,50,0,50,0,25,50,50,100,25,75,75,50,75,50,75,75,75,100,75,75,75,50,50,100,50,25,75,75,50,50,75,100,50,50,100,100,100,100,75,75,75,50,75,25,75,50,50,50,75,75,75,75,75,9,Promoter,66.25,73.33333333333333,51.666666666666664,66.66666666666667,73.33333333333333,100,65,55,25,65,65,80,55,65,80,85,55,65,0,26.50379532653267,24.028752618081374,29.072978781646974,20.412414523193153,24.028752618081374,5 - 8 years,Operations,Team Member,"Houston, TX",Baby Boomer (born between 1946 - 1965),Male
446,"Jul 31, 2020 4:20:02 PM","Jul 31, 2020 4:26:17 PM",75,75,75,75,75,100,75,100,75,75,100,100,75,75,50,25,50,25,75,50,75,50,75,75,75,25,25,25,100,75,75,75,100,100,75,100,75,75,0,75,75,75,75,100,100,75,0,75,75,100,75,100,100,100,100,75,100,100,75,25,75,75,100,75,75,50,75,3,Detractor,72.91666666666667,80,55,78.33333333333333,78.33333333333333,75,85,80,45,70,50,85,65,85,65,95,75,80,0,26.96253263228221,14.015297764534703,25.354627641855497,24.760760046800623,29.680841985233183,9+ years,Order Process & Quality,Supervisor,"Houston, TX",Baby Boomer (born between 1946 - 1965),Male
447,"Jul 31, 2020 4:22:36 PM","Jul 31, 2020 4:30:59 PM",75,75,75,50,75,75,100,75,75,100,100,75,100,75,75,50,75,75,50,75,50,75,75,75,75,50,50,25,75,50,100,100,100,100,75,75,75,75,50,75,75,75,75,75,50,75,75,75,75,75,75,75,100,50,75,75,75,75,75,25,75,75,75,75,75,75,75,8,Passive,72.91666666666667,80,61.666666666666664,78.33333333333333,71.66666666666667,70,85,85,65,70,50,95,70,70,75,75,65,75,0,18.924209545724477,14.015297764534703,15.998511835554611,15.998511835554611,15.998511835554611,5 - 8 years,Supply Chain,Team Member,Thailand,Generation Y (born between 1981 - 2000),Male
448,"Jul 31, 2020 4:26:40 PM","Jul 31, 2020 4:31:43 PM",75,50,75,75,50,75,75,75,75,75,75,75,75,75,50,25,50,25,75,50,50,75,75,75,50,50,50,25,75,75,50,75,75,50,50,75,75,75,25,75,75,50,75,75,75,75,25,50,50,75,75,75,75,75,75,75,75,50,75,25,75,50,50,50,50,75,50,5,Detractor,63.333333333333336,70,55,65,63.333333333333336,65,75,70,45,65,55,60,65,70,55,75,60,55,0,18.45675011086181,10.350983390135314,19.364916731037084,15.811388300841896,18.580583823930162,5 - 8 years,Human Resources,Team Member,"Houston, TX",Generation X (born between 1966 - 1980),Male
449,"Jul 31, 2020 4:31:21 PM","Jul 31, 2020 4:36:40 PM",100,75,75,75,75,75,75,75,100,100,100,100,75,100,100,75,75,75,25,100,100,100,100,100,100,50,25,50,75,50,100,100,100,100,100,100,100,100,25,75,75,100,100,100,100,100,75,100,50,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,9,Promoter,85.83333333333333,86.66666666666667,73.33333333333333,91.66666666666667,91.66666666666667,80,85,95,70,100,50,100,80,95,85,100,90,100,0,23.59385375627657,12.909944487358056,27.494588212089685,20.412414523193153,18.09367161139365,1 - 4 years,Operations,Team Member,Thailand,Generation Y (born between 1981 - 2000),Male
450,"Jul 31, 2020 4:31:55 PM","Jul 31, 2020 4:39:21 PM",50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,25,50,25,75,25,75,50,75,50,25,50,25,25,75,75,75,50,75,25,75,75,75,75,50,75,50,75,50,75,75,75,50,75,50,75,75,75,75,75,75,75,75,75,75,25,75,75,75,75,100,75,75,10,Promoter,58.333333333333336,51.666666666666664,48.333333333333336,65,68.33333333333333,50,50,55,40,55,50,60,70,65,65,75,65,80,0,18.85285019916709,6.454972243679028,22.09287754221342,15.811388300841896,14.840420992616592,5 - 8 years,Operations,Team Member,"Matrix (Houston, TX)",Generation X (born between 1966 - 1980),Male
451,"Jul 31, 2020 4:37:03 PM","Jul 31, 2020 4:40:57 PM",75,75,75,75,75,75,100,100,75,75,75,100,100,75,75,25,75,75,75,100,75,75,75,75,100,75,50,25,75,50,100,100,75,100,100,75,75,100,75,75,75,75,100,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,100,75,75,75,75,75,7,Passive,77.08333333333333,81.66666666666667,68.33333333333333,85,73.33333333333333,75,85,85,70,80,55,95,80,80,70,75,75,80,0,18.08929919964847,11.443442705426587,22.09287754221342,12.677313820927749,6.454972243679028,5 - 8 years,Operations,Team Member,Thailand,Generation Y (born between 1981 - 2000),Female
452,"Jul 31, 2020 4:39:40 PM","Jul 31, 2020 4:46:13 PM",75,75,75,50,50,75,75,50,75,75,75,75,50,50,75,25,25,25,100,75,75,75,75,25,75,0,0,0,75,50,50,75,75,25,50,75,100,75,25,100,75,75,75,100,100,75,0,75,75,75,75,75,100,75,100,75,50,75,100,0,75,50,75,100,100,75,75,10,Promoter,63.333333333333336,66.66666666666667,46.666666666666664,71.66666666666667,68.33333333333333,65,70,65,50,65,25,55,75,85,60,85,60,80,0,28.494966223258338,12.198750911856663,33.89409275684369,24.760760046800623,30.569982164270385,5 - 8 years,Operations,Team Member,"Matrix (Houston, TX)",Baby Boomer (born between 1946 - 1965),Male
453,"Jul 31, 2020 4:41:53 PM","Jul 31, 2020 4:47:22 PM",75,75,75,50,50,75,75,75,75,75,75,75,100,75,100,50,75,100,75,50,75,75,75,75,75,50,25,50,75,75,75,75,75,75,75,50,75,100,50,50,75,75,75,50,50,75,50,75,75,75,75,75,75,50,75,75,50,75,75,50,75,75,75,50,75,75,75,7,Passive,69.58333333333333,75,66.66666666666667,68.33333333333333,68.33333333333333,65,75,85,70,75,55,75,65,65,70,70,65,70,0,16.87870392287588,13.36306209562122,18.09367161139365,14.840420992616592,11.443442705426587,Less than a year,Operations,Team Member,Thailand,Generation Y (born between 1981 - 2000),Male
454,"Jul 31, 2020 4:46:55 PM","Aug 3, 2020 4:05:08 PM",50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,25,50,25,75,25,75,50,75,50,25,50,25,25,75,75,75,75,75,75,25,75,75,75,25,50,75,50,75,50,75,75,25,50,75,50,75,75,75,75,75,75,75,75,75,25,75,75,75,50,50,75,75,10,Promoter,57.083333333333336,51.666666666666664,48.333333333333336,63.333333333333336,65,50,50,55,40,55,50,65,60,65,55,75,65,65,0,19.552591423635757,6.454972243679028,22.09287754221342,18.580583823930162,18.41970994032518,1 - 4 years,Operations,Team Member,"Matrix (Houston, TX)",Baby Boomer (born between 1946 - 1965),Male
455,"Jul 31, 2020 4:47:47 PM","Jul 31, 2020 4:51:01 PM",100,75,100,100,100,100,75,100,100,100,100,100,100,100,100,75,100,100,75,100,75,100,100,100,100,100,75,25,75,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,75,100,75,100,100,100,75,75,100,100,100,100,75,100,10,Promoter,93.75,96.66666666666667,85,100,93.33333333333333,95,95,100,90,95,70,100,100,100,95,95,90,95,0,17.846592836150368,8.79664438186246,20.701966780270627,0,11.443442705426587,1 - 4 years,Operations,Team Member,Thailand,Generation Y (born between 1981 - 2000),Male
456,"Jul 31, 2020 4:51:29 PM","Jul 31, 2020 4:57:41 PM",50,50,50,75,75,75,75,75,75,75,75,75,50,50,75,50,25,75,50,75,50,50,75,75,75,50,75,50,75,75,50,75,75,75,75,50,100,25,75,25,50,75,50,25,50,75,100,75,75,75,75,100,75,100,100,25,75,25,25,75,50,75,75,75,75,75,75,7,Passive,64.58333333333333,66.66666666666667,61.666666666666664,58.333333333333336,71.66666666666667,60,75,65,55,65,65,70,55,50,80,90,45,70,0,21.508029751860622,12.198750911856663,15.998511835554611,22.493385271060934,26.502470684465486,9+ years,Operations,Team Member,Thailand,Generation Y (born between 1981 - 2000),Male
457,"Jul 31, 2020 4:58:09 PM","Jul 31, 2020 5:03:32 PM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,25,75,50,75,100,75,75,75,100,100,25,25,50,75,75,75,100,100,100,75,75,75,75,50,75,75,75,75,50,50,75,25,75,75,75,75,100,50,75,75,50,50,50,50,0,50,100,75,75,75,75,75,8,Passive,69.16666666666667,75,66.66666666666667,75,60,75,75,75,65,85,50,90,70,65,65,75,40,75,0,21.77199260170098,0,26.163405923614178,16.366341767699428,24.640269015229055,5 - 8 years,Operations,Team Member,Thailand,Generation Y (born between 1981 - 2000),Male
458,"Aug 3, 2020 11:07:14 AM","Aug 3, 2020 11:31:54 AM",50,75,50,75,75,100,75,75,50,50,50,50,75,75,50,25,75,50,75,100,50,75,50,50,75,25,0,50,50,100,75,75,75,25,0,75,75,75,25,75,75,75,100,50,100,75,0,100,75,100,75,75,50,50,75,50,50,75,75,25,75,75,75,100,100,100,100,8,Passive,62.5,65,56.666666666666664,65,63.333333333333336,65,70,60,65,60,45,50,65,80,70,65,55,85,0,25.436596189362433,15.811388300841896,27.494588212089685,28.030595529069405,26.502470684465486,9+ years,Order Process & Quality,Team Member,"Houston, TX",Generation X (born between 1966 - 1980),Male
459,"Aug 3, 2020 11:31:57 AM","Aug 3, 2020 11:44:25 AM",100,100,50,100,100,100,100,75,75,75,100,100,100,75,100,50,75,75,75,75,75,75,75,100,100,50,100,100,100,75,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,50,100,100,100,100,10,Promoter,90,90,80,98.33333333333333,91.66666666666667,90,85,95,70,85,85,100,95,100,95,100,80,90,0,21.50842566077482,15.811388300841896,16.903085094570333,6.454972243679028,26.163405923614178,Less than a year,Supply Chain,Supervisor,"Dominquez, CA",Generation Y (born between 1981 - 2000),Male
460,"Aug 3, 2020 11:43:26 AM","Aug 3, 2020 11:51:06 AM",100,100,100,100,100,100,100,75,100,100,100,100,75,50,75,25,75,50,75,100,50,75,50,50,100,75,50,50,100,50,50,100,100,100,100,75,75,100,50,75,100,50,50,50,50,100,25,50,75,50,100,75,50,75,75,50,75,75,75,50,75,75,75,75,75,75,100,5,Detractor,74.58333333333333,91.66666666666667,65,75,66.66666666666667,100,95,80,65,65,65,90,75,60,60,75,65,75,0,24.322807350617275,15.430334996209192,22.75647474581999,23.145502494313785,20.412414523193153,5 - 8 years,Operations,Team Member,Thailand,Generation Y (born between 1981 - 2000),Male
461,"Aug 3, 2020 11:44:29 AM","Aug 3, 2020 11:58:19 AM",100,100,100,100,100,100,100,75,75,75,100,100,100,75,100,50,75,75,75,75,75,75,75,100,100,50,100,100,100,75,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,10,Promoter,92.5,93.33333333333333,80,98.33333333333333,98.33333333333333,100,85,95,70,85,85,100,95,100,95,100,100,90,0,17.552378741104558,11.443442705426587,16.903085094570333,6.454972243679028,6.454972243679028,Less than a year,Operations,Supervisor,"Dominquez, CA",Generation Y (born between 1981 - 2000),Male
462,"Aug 3, 2020 11:49:35 AM","Aug 3, 2020 11:54:39 AM",50,75,50,75,75,75,100,75,50,50,75,75,100,25,50,25,75,25,75,75,0,25,25,25,25,50,25,25,50,100,50,0,50,25,50,0,100,75,50,25,25,75,75,50,100,75,50,75,75,50,75,75,50,75,75,0,50,25,25,50,50,50,25,0,25,100,75,8,Passive,53.333333333333336,66.66666666666667,41.666666666666664,50,55,65,70,65,55,20,50,35,50,65,65,70,30,30,0,27.42557728118373,20.412414523193153,27.81743201320934,31.339158526400436,23.528098702858006,Less than a year,Operations,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Male
463,"Aug 3, 2020 11:55:09 AM","Aug 3, 2020 11:58:15 AM",75,0,0,0,0,75,100,0,0,0,0,0,0,0,0,75,50,75,50,0,75,50,50,0,0,75,100,100,0,100,25,25,25,25,25,25,50,100,100,100,0,100,0,0,50,75,50,75,50,100,50,100,100,100,100,25,25,50,0,50,0,0,0,0,75,75,100,7,Passive,44.166666666666664,16.666666666666668,53.333333333333336,43.333333333333336,63.333333333333336,15,35,0,50,35,75,25,75,30,70,90,30,15,0,38.91511674000004,34.931906550288595,37.63863263545405,38.34368390280328,32.55032733358928,9+ years,Order Process & Quality,Management,"Houston, TX",Generation X (born between 1966 - 1980),Male
464,"Aug 3, 2020 11:56:17 AM","Aug 3, 2020 12:00:49 PM",75,75,75,100,100,100,100,75,75,100,100,100,100,100,100,25,75,50,25,75,75,75,75,75,75,75,25,50,25,50,75,75,75,100,100,100,100,75,75,25,75,75,75,25,50,75,75,75,75,100,100,100,75,75,100,100,75,75,75,75,75,100,100,75,75,75,75,8,Passive,76.25,91.66666666666667,56.666666666666664,73.33333333333333,83.33333333333333,85,90,100,50,75,45,85,75,60,80,90,80,85,0,23.954032925922558,12.198750911856663,22.09287754221342,24.028752618081374,12.198750911856663,9+ years,Operations,Team Member,Thailand,Generation X (born between 1966 - 1980),Male
465,"Aug 3, 2020 11:58:38 AM","Aug 3, 2020 12:01:50 PM",75,75,75,25,25,75,75,75,75,75,75,75,75,50,50,25,25,75,75,75,75,50,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,25,50,75,75,50,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,7,Passive,67.91666666666667,65,65,70,71.66666666666667,55,75,65,55,70,70,75,75,60,70,70,75,75,0,17.369116639474047,18.41970994032518,18.41970994032518,14.015297764534703,8.79664438186246,1 - 4 years,Operations,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Female
466,"Aug 3, 2020 12:01:58 PM","Aug 3, 2020 12:04:30 PM",0,0,0,100,100,0,0,100,0,0,0,50,75,50,0,0,0,0,75,75,0,0,0,0,100,25,0,0,100,100,0,0,0,0,0,0,0,100,0,0,100,100,0,0,100,100,0,0,100,100,75,75,50,50,50,0,0,100,0,100,0,0,0,0,0,0,100,1,Detractor,35.833333333333336,31.666666666666668,31.666666666666668,26.666666666666668,53.333333333333336,40,20,35,30,20,45,0,20,60,60,60,40,0,0,43.50836568995519,42.747876583298876,43.77975178854566,45.77377082170635,43.16358694658309,1 - 4 years,IsoTek Manufacturing,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Male
467,"Aug 3, 2020 12:02:19 PM","Aug 3, 2020 12:06:56 PM",75,75,75,100,100,100,75,100,75,100,100,100,100,100,100,75,75,100,25,75,25,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,5,Detractor,77.08333333333333,91.66666666666667,68.33333333333333,73.33333333333333,75,85,90,100,70,65,70,75,75,70,75,75,75,75,0,17.513735816658713,12.198750911856663,19.970215917949506,6.454972243679028,0,5 - 8 years,Operations,Team Member,Thailand,Generation Y (born between 1981 - 2000),Female
468,"Aug 3, 2020 12:05:05 PM","Aug 3, 2020 12:08:51 PM",50,50,75,75,75,75,75,75,100,100,75,50,75,75,75,50,75,50,50,50,75,75,50,75,50,50,50,50,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,100,10,Promoter,70,73.33333333333333,60,73.33333333333333,73.33333333333333,65,85,70,55,65,60,75,70,75,75,75,70,75,0,14.77756814768919,14.840420992616592,12.677313820927749,6.454972243679028,6.454972243679028,9+ years,Order Process & Quality,Team Member,"Houston, TX",Baby Boomer (born between 1946 - 1965),Male
